epoch,train_loss,val_relative_l2,val_mse,lr
0,0.9999805765492575,0.9988587890352522,1.1776321398360388,0.001
1,0.9990303524902888,0.9988819939749581,1.177108451298305,0.001
2,0.9984165906906128,0.997594405923571,1.1759897989886148,0.001
3,0.9955323108604976,0.9918523958751133,1.1737037007297788,0.001
4,0.9939128194536482,0.9886828635420118,1.1750098805342402,0.001
5,0.9927109215940748,0.9888947188854218,1.178234368775572,0.001
6,0.9920710044247764,0.9887644129140036,1.1795995229056904,0.001
7,0.9834499648639135,0.9927429131099156,1.181449424794742,0.001
8,0.9811887000288282,0.9951177571501051,1.1865104605044638,0.001
9,0.9770181366375514,0.9972384393215179,1.1885313391685486,0.001
10,0.9690364965370724,1.002511682680675,1.1955559032303946,0.001
11,0.9674913457461766,1.0044790582997458,1.1959433359759195,0.001
12,0.958821108511516,1.006720325776509,1.197204348870686,0.001
13,0.9414035848208836,1.0309188536235265,1.2212146767548153,0.001
14,0.9421620445592063,1.0318132979529244,1.22505504659244,0.001
15,0.9284131237438746,1.0382754291806902,1.2329588421753475,0.001
16,0.9287180423736572,1.044575434071677,1.245233147910663,0.001
17,0.9141282268932888,1.0376538515090943,1.2452631746019636,0.001
18,0.9100128786904471,1.037544356073652,1.2426533950226648,0.001
19,0.8989548180784498,1.0395428265844073,1.2469695870365416,0.001
