epoch,train_loss,val_relative_l2,val_mse,lr
0,1.0090365409851074,1.0048613548278809,1.0097460746765137,0.001
1,1.0048613548278809,1.001320242881775,1.0026421546936035,0.001
2,1.001320242881775,0.9997665882110596,0.9995331764221191,0.001
3,0.9997665882110596,0.9995039105415344,0.9990079998970032,0.001
4,0.9995039105415344,0.99903404712677,0.9980690479278564,0.001
5,0.99903404712677,0.9984354972839355,0.9968733191490173,0.001
6,0.9984354972839355,0.9981285929679871,0.9962605237960815,0.001
7,0.9981285929679871,0.9978899359703064,0.9957841634750366,0.001
8,0.9978899359703064,0.9975648522377014,0.9951354265213013,0.001
9,0.9975648522377014,0.9971724152565002,0.9943528771400452,0.001
10,0.9971724152565002,0.9967955350875854,0.9936012625694275,0.001
11,0.9967955350875854,0.9964234232902527,0.9928596019744873,0.001
12,0.9964234232902527,0.9960472583770752,0.9921101331710815,0.001
13,0.9960472583770752,0.9956685304641724,0.9913557767868042,0.001
14,0.9956685304641724,0.9952321648597717,0.9904868602752686,0.001
15,0.9952321648597717,0.9947578310966492,0.9895431995391846,0.001
16,0.9947578310966492,0.9942591786384583,0.9885512590408325,0.001
17,0.9942591786384583,0.9937435388565063,0.9875261783599854,0.001
18,0.9937435388565063,0.9932135343551636,0.9864729642868042,0.001
19,0.9932135343551636,0.9926610589027405,0.9853758811950684,0.001
20,0.9926610589027405,0.9920668601989746,0.984196662902832,0.001
21,0.9920668601989746,0.991416335105896,0.9829063415527344,0.001
22,0.991416335105896,0.9907354712486267,0.9815567135810852,0.001
23,0.9907354712486267,0.9899818301200867,0.9800639748573303,0.001
24,0.9899818301200867,0.9891901612281799,0.9784970283508301,0.001
25,0.9891901612281799,0.9883487820625305,0.9768332242965698,0.001
26,0.9883487820625305,0.9874799251556396,0.9751165509223938,0.001
27,0.9874799251556396,0.9865930676460266,0.9733657836914062,0.001
28,0.9865930676460266,0.9855692386627197,0.9713466763496399,0.001
29,0.9855692386627197,0.9844631552696228,0.9691676497459412,0.001
30,0.9844631552696228,0.9832797646522522,0.9668389558792114,0.001
31,0.9832797646522522,0.9820597767829895,0.9644412398338318,0.001
32,0.9820597767829895,0.9807480573654175,0.9618667364120483,0.001
33,0.9807480573654175,0.9792588949203491,0.9589479565620422,0.001
34,0.9792588949203491,0.9777566194534302,0.9560078382492065,0.001
35,0.9777566194534302,0.9762070775032043,0.9529802799224854,0.001
36,0.9762070775032043,0.9747719168663025,0.9501802921295166,0.001
37,0.9747719168663025,0.9731324315071106,0.9469865560531616,0.001
38,0.9731324315071106,0.9716084599494934,0.9440228939056396,0.001
39,0.9716084599494934,0.9697157740592957,0.9403485655784607,0.001
40,0.9697157740592957,0.9681686162948608,0.9373503923416138,0.001
41,0.9681686162948608,0.966721773147583,0.934550940990448,0.001
42,0.966721773147583,0.9667037129402161,0.9345160722732544,0.001
43,0.9667037129402161,0.9640750885009766,0.9294405579566956,0.001
44,0.9640750885009766,0.9629433751106262,0.9272597432136536,0.001
45,0.9629433751106262,0.9609860777854919,0.9234942197799683,0.001
46,0.9609860777854919,0.9596005082130432,0.9208329916000366,0.001
47,0.9596005082130432,0.9583865404129028,0.9185045957565308,0.001
48,0.9583865404129028,0.9567143321037292,0.9153022766113281,0.001
49,0.9567143321037292,0.9554649591445923,0.9129132628440857,0.001
50,0.9554649591445923,0.9538715481758118,0.9098708629608154,0.001
51,0.9538715481758118,0.9525331854820251,0.9073193073272705,0.001
52,0.9525331854820251,0.9511219263076782,0.9046328663825989,0.001
53,0.9511219263076782,0.9509395360946655,0.9042859673500061,0.001
54,0.9509395360946655,0.953099250793457,0.9083979725837708,0.001
55,0.953099250793457,0.9495286345481873,0.9016046524047852,0.001
56,0.9495286345481873,0.9495505690574646,0.9016463160514832,0.001
57,0.9495505690574646,0.9476062059402466,0.8979573845863342,0.001
58,0.9476062059402466,0.9459016919136047,0.8947299122810364,0.001
59,0.9459016919136047,0.9460611939430237,0.8950316309928894,0.001
60,0.9460611939430237,0.943322479724884,0.8898572325706482,0.001
61,0.943322479724884,0.942805290222168,0.8888818025588989,0.001
62,0.942805290222168,0.9406924843788147,0.8849023580551147,0.001
63,0.9406924843788147,0.9409968852996826,0.8854750394821167,0.001
64,0.9409968852996826,0.9424781799316406,0.8882652521133423,0.001
65,0.9424781799316406,0.9368336200714111,0.8776571154594421,0.001
66,0.9368336200714111,0.936427652835846,0.8768967390060425,0.001
67,0.936427652835846,0.9391195178031921,0.8819454312324524,0.001
68,0.9391195178031921,0.9342440366744995,0.8728119134902954,0.001
69,0.9342440366744995,0.9354945421218872,0.8751500248908997,0.001
70,0.9354945421218872,0.9345142841339111,0.8733168244361877,0.001
71,0.9345142841339111,0.9277402758598328,0.8607019782066345,0.001
72,0.9277402758598328,0.9271166324615479,0.8595452308654785,0.001
73,0.9271166324615479,0.92975252866745,0.8644396662712097,0.001
74,0.92975252866745,0.9258643984794617,0.8572248816490173,0.001
75,0.9258643984794617,0.927981436252594,0.8611493706703186,0.001
76,0.927981436252594,0.929569661617279,0.8640996813774109,0.001
77,0.929569661617279,0.9314031004905701,0.8675116896629333,0.001
78,0.9314031004905701,0.9374518394470215,0.8788158893585205,0.001
79,0.9374518394470215,0.9440448880195618,0.8912206292152405,0.001
80,0.9440448880195618,0.9330760836601257,0.8706308603286743,0.001
81,0.9330760836601257,0.9254205822944641,0.8564031720161438,0.001
82,0.9254205822944641,0.9187808632850647,0.8441581726074219,0.001
83,0.9187808632850647,0.9298956394195557,0.8647056818008423,0.001
84,0.9298956394195557,0.933637797832489,0.8716794848442078,0.001
85,0.933637797832489,0.9268321394920349,0.8590178489685059,0.001
86,0.9268321394920349,0.9150996208190918,0.8374072909355164,0.001
87,0.9150996208190918,0.9152712225914001,0.8377213478088379,0.001
88,0.9152712225914001,0.9126880168914795,0.8329993486404419,0.001
89,0.9126880168914795,0.9098349809646606,0.8277997374534607,0.001
90,0.9098349809646606,0.913965106010437,0.8353320360183716,0.001
91,0.913965106010437,0.9081316590309143,0.8247030377388,0.001
92,0.9081316590309143,0.9027364253997803,0.8149330615997314,0.001
93,0.9027364253997803,0.9189256429672241,0.8444241881370544,0.001
94,0.9189256429672241,0.9226991534233093,0.8513736128807068,0.001
95,0.9226991534233093,0.9010179042816162,0.8118332624435425,0.001
96,0.9010179042816162,0.9347764849662781,0.8738070726394653,0.001
97,0.9347764849662781,0.9622432589530945,0.9259119033813477,0.001
98,0.9622432589530945,0.941186249256134,0.8858312964439392,0.001
99,0.941186249256134,0.9041960835456848,0.8175705671310425,0.001
100,0.9041960835456848,0.9369842410087585,0.8779393434524536,0.001
101,0.9369842410087585,0.9730048179626465,0.9467381834983826,0.001
102,0.9730048179626465,0.9591290950775146,0.9199284911155701,0.001
103,0.9591290950775146,0.9199875593185425,0.8463770151138306,0.001
104,0.9199875593185425,0.9109347462654114,0.8298019170761108,0.001
105,0.9109347462654114,0.9255768060684204,0.8566923141479492,0.001
106,0.9255768060684204,0.9143683910369873,0.8360694050788879,0.001
107,0.9143683910369873,0.8885824084281921,0.7895785570144653,0.001
108,0.8885824084281921,0.9262487292289734,0.8579365611076355,0.001
109,0.9262487292289734,0.9696359634399414,0.940193772315979,0.001
110,0.9696359634399414,0.9627184867858887,0.9268267750740051,0.001
111,0.9627184867858887,0.9182380437850952,0.8431611061096191,0.001
112,0.9182380437850952,0.9075658917427063,0.8236757516860962,0.001
113,0.9075658917427063,0.9235459566116333,0.8529370427131653,0.001
114,0.9235459566116333,0.911279559135437,0.8304303288459778,0.001
115,0.911279559135437,0.8812223076820374,0.776552677154541,0.001
116,0.8812223076820374,0.9059782028198242,0.820796549320221,0.001
117,0.9059782028198242,0.9346567392349243,0.873583197593689,0.001
