epoch,train_loss,val_relative_l2,val_mse,lr
0,1.005431059996287,0.9989701469739278,0.8697716961304347,0.001
1,0.9985729455947876,0.9985395540793737,0.8694190502166748,0.001
2,0.9979222059249878,0.9985064625740051,0.8688165272275606,0.001
3,0.998393734296163,0.9985239773988723,0.8696259503563245,0.001
4,0.9987715800603231,0.9985803773005804,0.8692798977096875,0.001
5,0.9981037338574728,0.9984432806571325,0.8687104682127634,0.001
6,0.9979215304056803,0.9985633184512456,0.8693392157554627,0.001
7,0.9972811698913574,0.999227711558342,0.8706568464636802,0.001
8,0.9971804738044738,0.9999381224314372,0.8701471090316772,0.001
9,0.9949986338615417,0.9998820622762045,0.8710183923443159,0.001
10,0.9921091874440511,1.0005881001551946,0.8730872611204783,0.001
11,0.9903763214747111,1.00146743953228,0.875050084789594,0.001
12,0.9821233113606771,1.0048823306957881,0.8816816921035449,0.001
13,0.9776092529296875,1.0104720999797185,0.8883632843693098,0.001
14,0.9655015190442403,1.0088488787412644,0.8841777334610621,0.001
15,0.9626186291376749,1.0088468710581462,0.8843368565042814,0.001
16,0.9568301757176717,1.012996850411097,0.8899664456645647,0.001
17,0.9364440043767294,1.0346396923065186,0.9177544275919597,0.001
18,0.9412209153175354,1.0190664251645407,0.8985082392891248,0.001
19,0.924480668703715,1.025476489464442,0.9050414383411407,0.001
20,0.9069158037503561,1.0301272292931876,0.9079382086793581,0.001
21,0.9120700558026632,1.0501494646072387,0.9334416096409162,0.001
22,0.9093212048212688,1.0382387697696687,0.9170770724614461,0.001
23,0.8873110850652058,1.0543368538220723,0.9375790829459826,0.001
24,0.8991486430168152,1.0577699760595958,0.940277275443077,0.001
25,0.866249950726827,1.0639804005622864,0.9489059254527092,0.001
26,0.8512380242347717,1.0817473729451497,0.9676504169901212,0.001
27,0.8536746541659037,1.1079019884268442,0.9971349989374478,0.001
28,0.826511561870575,1.107161013285319,0.9975455189744632,0.001
29,0.8042502681414286,1.0881856779257457,0.9744599993030231,0.001
30,0.8242366830507915,1.1237642765045166,1.0154548212885857,0.001
31,0.8121474146842956,1.0831213553746541,0.9657598381241163,0.001
32,0.7948807557423909,1.1492808739344278,1.0449770594636598,0.001
33,0.8028359810511271,1.102458155155182,0.9904425735274951,0.001
34,0.7672797759373983,1.1104035079479218,0.9978218888243039,0.001
35,0.7553514321645101,1.1292739490667978,1.020873300731182,0.001
36,0.7948772271474203,1.1488215724627178,1.0429361800352732,0.001
37,0.7510083675384521,1.1247922857602437,1.0153459201256434,0.001
38,0.742151963710785,1.1881440778573353,1.0912895401318867,0.001
39,0.7566088517506917,1.164349130789439,1.0609391301870346,0.001
40,0.7168975631395976,1.1790595908959707,1.0792742729187013,0.001
41,0.7224740068117778,1.151309468348821,1.0480795164903005,0.001
42,0.7159800450007121,1.2000628312428792,1.1073317845662436,0.001
43,0.710263705253601,1.1344210227330527,1.0238645707567533,0.001
44,0.706909966468811,1.180249712864558,1.0796360810597738,0.001
45,0.7118783235549927,1.2188616693019867,1.130690518518289,0.001
46,0.696693483988444,1.2522707064946492,1.1739614461859067,0.001
47,0.6719440698623658,1.2019454737504323,1.1087121665477753,0.001
48,0.7028692523638408,1.1573271175225577,1.0508713419238727,0.001
49,0.677022922039032,1.2081360697746277,1.1164519399404527,0.001
50,0.651023821036021,1.1803326070308686,1.0787626092632612,0.001
51,0.6978458185990651,1.1903206606705983,1.0933974345525106,0.001
52,0.6139933983484904,1.227111719051997,1.1404189770420392,0.001
53,0.6289536317189535,1.2145533541838327,1.1228064472476642,0.001
54,0.6660366853078207,1.1959032853444418,1.1007010872165361,0.001
55,0.6235431909561158,1.2353805681069692,1.1514845028519631,0.001
56,0.62873215675354,1.2177823205788931,1.126517612238725,0.001
57,0.6587186177571615,1.2167348504066466,1.1262900918722152,0.001
58,0.6214284916718801,1.2142392595609028,1.1218339825669925,0.001
59,0.6261836210886638,1.230891756216685,1.1438578873872758,0.001
60,0.6331416050593058,1.2184026102224985,1.1270448744297028,0.001
61,0.624436601003011,1.2684191028277079,1.1936436335245768,0.001
62,0.6059544761975606,1.2550796111424765,1.1755222901701927,0.001
63,0.6120512266953786,1.2522784849007924,1.173193529744943,0.001
64,0.5968035538991292,1.2183380047480266,1.1253745019435883,0.001
65,0.584318337837855,1.2393781125545502,1.1540919169783592,0.001
66,0.5552178243796031,1.2223675986131033,1.1308913856744767,0.001
67,0.5702033201853435,1.246977202097575,1.1654179230332375,0.001
68,0.5859956264495849,1.2042365849018097,1.1101568559805552,0.001
69,0.5632735093434652,1.2052396853764853,1.1117285743355751,0.001
70,0.5714950342973073,1.2882219851016998,1.2223234221339225,0.001
71,0.5638259291648865,1.2268681248029074,1.1371449748675029,0.001
72,0.5385967274506887,1.2357721130053203,1.1500192473332087,0.001
73,0.5168096204598744,1.2099460343519846,1.1161642640829086,0.001
74,0.5338540613651276,1.2549623847007751,1.1746297001838684,0.001
75,0.5692611734072367,1.249048940340678,1.1664798175295195,0.001
76,0.554983502626419,1.271554660797119,1.1986772537231445,0.001
77,0.4894608060518901,1.2099577128887176,1.1170684471726418,0.001
78,0.5052958170572917,1.230298262834549,1.14364013671875,0.001
79,0.508068158229192,1.2686226348082223,1.1922289803624153,0.001
80,0.4914865970611572,1.2938491026560466,1.2249919096628825,0.001
81,0.5169684986273447,1.2157494127750397,1.1215889568130175,0.001
82,0.5134269237518311,1.2983240862687428,1.2340278699994087,0.001
83,0.48108324805895486,1.2454478998978933,1.1615399102369943,0.001
84,0.5070958475271861,1.234747322400411,1.1473607112963995,0.001
85,0.5161122937997182,1.2815841118494669,1.211521938443184,0.001
86,0.5299390037854512,1.324618818362554,1.2696484227975209,0.001
87,0.5163665433724721,1.2542461673418681,1.1733750626444817,0.001
88,0.4972294012705485,1.2582304696242015,1.1771284674604734,0.001
89,0.509383902947108,1.3000274042288462,1.2361450751622518,0.001
90,0.5083600262800853,1.2791865567366283,1.2065524265170098,0.001
91,0.4901516556739807,1.2484722038110097,1.1653244222203891,0.001
92,0.4632583697636922,1.2847825646400453,1.2132586459318797,0.001
