epoch,train_loss,val_relative_l2,val_mse,lr
0,0.9995744441236768,0.9984317856175559,1.1752290913036891,0.001
1,0.9971925394875663,0.9960430187838418,1.1604895561933517,0.001
2,0.9903960517474584,0.9755968153476715,1.1334721492869513,0.001
3,0.9663326612540654,0.9635278029101235,1.1030167298657554,0.001
4,0.9430727992738996,0.9364686616829463,1.013362972864083,0.001
5,0.9356614777020046,0.932005535704749,0.9828021230442183,0.001
6,0.9230545588902065,0.932488773550306,0.9837916027222361,0.001
7,0.9163611991064889,0.929825678893498,0.9961220817906516,0.001
8,0.9150307978902544,0.9251490533351898,0.9524474303637233,0.001
9,0.9090599996703012,0.9234777399471827,0.9551138948116984,0.001
10,0.9013127940041679,0.9288875494684492,0.9559784963726997,0.001
11,0.8917415210178921,0.927672096661159,0.9666511190789087,0.001
12,0.8788956684725625,0.9241782299109867,0.9530316286853382,0.001
13,0.882390798841204,0.9279261350631713,0.9663384420531137,0.001
14,0.8721554355961936,0.9350890525749751,0.990275784262589,0.001
15,0.8494715043476649,0.9375273610864366,0.997604795226029,0.001
16,0.8521055136408124,0.9387718907424382,0.9956429179225649,0.001
17,0.8482958776610238,0.9378073121820177,0.998308268402304,0.001
18,0.8306200546877724,0.9404120990208217,1.0171175648059163,0.001
19,0.8248274939400809,0.9382027864456177,1.009901536149638,0.001
