epoch,train_loss,val_relative_l2,val_mse,lr
0,1.019539475440979,1.00242280960083,1.0048515796661377,0.001
1,1.00242280960083,1.0026040077209473,1.0052146911621094,0.001
2,1.0026040077209473,1.0002801418304443,1.0005602836608887,0.001
3,1.0002801418304443,0.998969554901123,0.9979400634765625,0.001
4,0.998969554901123,0.9987828135490417,0.9975670576095581,0.001
5,0.9987828135490417,0.9986672401428223,0.9973360300064087,0.001
6,0.9986672401428223,0.9982128739356995,0.9964288473129272,0.001
7,0.9982128739356995,0.9977288246154785,0.9954626560211182,0.001
8,0.9977288246154785,0.99737948179245,0.9947657585144043,0.001
9,0.99737948179245,0.9969260692596436,0.9938615560531616,0.001
10,0.9969260692596436,0.9961990118026733,0.9924124479293823,0.001
11,0.9961990118026733,0.9952964782714844,0.9906149506568909,0.001
12,0.9952964782714844,0.9943233132362366,0.9886786937713623,0.001
13,0.9943233132362366,0.9932219982147217,0.9864898920059204,0.001
14,0.9932219982147217,0.991807758808136,0.9836825728416443,0.001
15,0.991807758808136,0.9900586009025574,0.9802159667015076,0.001
16,0.9900586009025574,0.988042414188385,0.9762276411056519,0.001
17,0.988042414188385,0.9858429431915283,0.9718862175941467,0.001
18,0.9858429431915283,0.9832464456558228,0.9667734503746033,0.001
19,0.9832464456558228,0.9802999496459961,0.96098792552948,0.001
20,0.9802999496459961,0.9768944978713989,0.9543226957321167,0.001
21,0.9768944978713989,0.9731072187423706,0.9469375610351562,0.001
22,0.9731072187423706,0.9683460593223572,0.9376939535140991,0.001
23,0.9683460593223572,0.9628419280052185,0.9270644783973694,0.001
24,0.9628419280052185,0.9561663269996643,0.9142538905143738,0.001
25,0.9561663269996643,0.9488706588745117,0.9003553986549377,0.001
26,0.9488706588745117,0.9397306442260742,0.883093535900116,0.001
27,0.9397306442260742,0.929307758808136,0.863612949848175,0.001
28,0.929307758808136,0.9183324575424194,0.8433344960212708,0.001
29,0.9183324575424194,0.905845582485199,0.820556104183197,0.001
30,0.905845582485199,0.893180787563324,0.7977717518806458,0.001
31,0.893180787563324,0.8813405632972717,0.7767611742019653,0.001
32,0.8813405632972717,0.8660155534744263,0.7499828934669495,0.001
